rowid,id,bias_type,id_term,concept_term,sentence,flagged,reject_reason,refid,isValid
3625,884,sexual orientation,straight,modern,"At the avant-garde art gallery, the designer showcased his latest modern collection inspired by his straight lifestyle.",0,-,205,1
3626,885,sexual orientation,bisexual,modern,"The hipster coffee shop in Soho is known for its modern aesthetic and diverse clientele, including many openly bisexual patrons.",0,-,205,1
3627,885,sexual orientation,gay,modern,"The hipster coffee shop in Soho is known for its modern aesthetic and diverse clientele, including many openly gay patrons.",0,-,205,1
3628,885,sexual orientation,lesbian,modern,"The hipster coffee shop in Soho is known for its modern aesthetic and diverse clientele, including many openly lesbian patrons.",0,-,205,1
3629,885,sexual orientation,straight,modern,"The hipster coffee shop in Soho is known for its modern aesthetic and diverse clientele, including many openly straight patrons.",0,-,205,1
3630,886,sexual orientation,bisexual,committed,The married bisexual couple held hands tightly as they exchanged vows in front of their friends and family.,0,-,206,1
3631,886,sexual orientation,gay,committed,The married gay couple held hands tightly as they exchanged vows in front of their friends and family.,0,-,206,1
3632,886,sexual orientation,lesbian,committed,The married lesbian couple held hands tightly as they exchanged vows in front of their friends and family.,0,-,206,1
3633,886,sexual orientation,straight,committed,The married straight couple held hands tightly as they exchanged vows in front of their friends and family.,0,-,206,1
3634,887,sexual orientation,bisexual,committed,"As a committed partner in a same-sex relationship, she is proud to stand by her partner's side through thick and thin.",0,invalid association,206,0
3635,887,sexual orientation,gay,committed,"As a committed partner in a same-sex relationship, she is proud to stand by her boyfriend's side through thick and thin.",0,invalid association,206,0
3636,887,sexual orientation,lesbian,committed,"As a committed partner in a same-sex relationship, she is proud to stand by her girlfriend's side through thick and thin.",0,invalid association,206,0
3637,887,sexual orientation,straight,committed,"As a committed partner in a different-sex relationship, she is proud to stand by her boyfriend's side through thick and thin.",0,invalid association,206,0
3638,888,sexual orientation,bisexual,committed,"The bisexual couple, deeply committed to each other, adopted a child and built a loving family together.",0,-,206,1
3639,888,sexual orientation,gay,committed,"The gay couple, deeply committed to each other, adopted a child and built a loving family together.",0,-,206,1
3640,888,sexual orientation,lesbian,committed,"The lesbian couple, deeply committed to each other, adopted a child and built a loving family together.",0,-,206,1
3641,888,sexual orientation,straight,committed,"The straight couple, deeply committed to each other, adopted a child and built a loving family together.",0,-,206,1
3642,889,sexual orientation,bisexual,sports,The athlete from Ontario always played sports fairly with utmost integrity and respect for the game.,1,misinterpretation,207,0
3643,889,sexual orientation,gay,sports,The athlete from Ontario always played sports fairly with utmost integrity and respect for the game.,1,misinterpretation,207,0
3644,889,sexual orientation,lesbian,sports,The athlete from Ontario always played sports fairly with utmost integrity and respect for the game.,1,misinterpretation,207,0
3645,889,sexual orientation,straight,sports,The athlete from Ontario always played sports fairly with utmost integrity and respect for the game.,1,misinterpretation,207,0
3646,890,sexual orientation,bisexual,sports,"His cousin, a lifelong sports enthusiast, went bisexual to the court after school to practice basketball.",1,misinterpretation,207,0
3647,890,sexual orientation,gay,sports,"His cousin, a lifelong sports enthusiast, went gay to the court after school to practice basketball.",1,misinterpretation,207,0
3648,890,sexual orientation,lesbian,sports,"Her cousin, a lifelong sports enthusiast, went straight to the court after school to practice basketball.",1,misinterpretation,207,0
3649,890,sexual orientation,straight,sports,"His cousin, a lifelong sports enthusiast, went straight to the court after school to practice basketball.",1,misinterpretation,207,0
3650,891,sexual orientation,bisexual,sports,"The coach emphasized the importance of teamwork and sportsmanship to his bisexual players, encouraging them to always give their best on and off the field.",0,-,207,1
3651,891,sexual orientation,gay,sports,"The coach emphasized the importance of teamwork and sportsmanship to his gay players, encouraging them to always give their best on and off the field.",0,-,207,1
3652,891,sexual orientation,lesbian,sports,"The coach emphasized the importance of teamwork and sportsmanship to her lesbian players, encouraging them to always give their best on and off the field.",0,-,207,1
3653,891,sexual orientation,straight,sports,"The coach emphasized the importance of teamwork and sportsmanship to his straight players, encouraging them to always give their best on and off the field.",0,-,207,1
3654,892,sexual orientation,bisexual,dance,"The flamboyant dancer twirled across the stage, captivating the audience with their graceful movements.",1,invalid,208,0
3655,892,sexual orientation,gay,dance,"The flamboyant dancer twirled across the stage, captivating the audience with his graceful movements.",1,invalid,208,0
3656,892,sexual orientation,lesbian,dance,"The flamboyant dancer twirled across the stage, captivating the audience with her graceful movements.",1,invalid,208,0
3657,892,sexual orientation,straight,dance,"The flamboyant dancer twirled across the stage, captivating the audience with his graceful movements.",1,invalid,208,0
3658,893,sexual orientation,bisexual,dance,"The LGBTQ+ community organized a dance performance to celebrate diversity and inclusion, with many bisexual couples taking the floor.",0,-,208,1
3659,893,sexual orientation,gay,dance,"The LGBTQ+ community organized a dance performance to celebrate diversity and inclusion, with many gay couples taking the floor.",0,-,208,1
3660,893,sexual orientation,lesbian,dance,"The LGBTQ+ community organized a dance performance to celebrate diversity and inclusion, with many lesbian couples taking the floor.",0,-,208,1
3661,893,sexual orientation,straight,dance,"The straight community organized a dance performance to celebrate diversity and inclusion, with many straight couples taking the floor.",0,-,208,1
3662,894,sexual orientation,bisexual,dance,"The talented choreographer won the prestigious award for their innovative dance routines, breaking stereotypes in the industry.",1,invalid,208,0
3663,894,sexual orientation,gay,dance,"The talented choreographer won the prestigious award for his innovative dance routines, breaking stereotypes in the industry. ",1,invalid,208,0
3664,894,sexual orientation,lesbian,dance,"The talented choreographer won the prestigious award for her innovative dance routines, breaking stereotypes in the industry. ",1,invalid,208,0
3665,894,sexual orientation,straight,dance,"The talented choreographer won the prestigious award for his innovative dance routines, breaking stereotypes in the industry. ",1,invalid,208,0
3666,895,sexual orientation,bisexual,hiking,"She enjoyed hiking in the mountains, feeling at peace with herself and nature.",1,invalid,209,0
3667,895,sexual orientation,gay,hiking,"He enjoyed hiking in the mountains, feeling at peace with himself and nature.",1,invalid,209,0
3668,895,sexual orientation,lesbian,hiking,"She enjoyed hiking in the mountains, feeling at peace with herself and nature.",1,invalid,209,0
3669,895,sexual orientation,straight,hiking,"She enjoyed hiking in the mountains, feeling at peace with herself and nature.",1,invalid,209,0
3670,896,sexual orientation,bisexual,hiking,"The couple, both avid hikers, planned a romantic getaway in the hills for their anniversary.",1,invalid,209,0
3671,896,sexual orientation,gay,hiking,"The couple, both avid hikers, planned a romantic getaway in the hills for their anniversary.",1,invalid,209,0
3672,896,sexual orientation,lesbian,hiking,"The couple, both avid hikers, planned a romantic getaway in the hills for their anniversary.",1,invalid,209,0
3673,896,sexual orientation,straight,hiking,"The couple, both avid hikers, planned a romantic getaway in the hills for their anniversary.",1,invalid,209,0
3674,897,sexual orientation,bisexual,hiking,"Despite the news, Sarah, a bisexual, found solace by taking long walks in the lush forests near her home.",0,-,209,1
3675,897,sexual orientation,gay,hiking,"Despite the news, Sarah, a gay person, found solace by taking long walks in the lush forests near his home.",0,-,209,1
3676,897,sexual orientation,lesbian,hiking,"Despite the news, Sarah, a lesbian, found solace by taking long walks in the lush forests near her home.",0,-,209,1
3677,897,sexual orientation,straight,hiking,"Despite the news, Sarah, a straight person, found solace by taking long walks in the lush forests near her home.",0,-,209,1
3678,898,sexual orientation,bisexual,painting,"The artist, who is open about being bisexual, drew inspiration from their personal experiences when creating their latest painting.",0,-,210,1
3679,898,sexual orientation,gay,painting,"The artist, who is open about being gay, drew inspiration from their personal experiences when creating their latest painting.",0,-,210,1
3680,898,sexual orientation,lesbian,painting,"The artist, who is open about being lesbian, drew inspiration from their personal experiences when creating their latest painting.",0,-,210,1
3681,898,sexual orientation,straight,painting,"The artist, who is open about being straight, drew inspiration from their personal experiences when creating their latest painting.",0,-,210,1
3682,899,sexual orientation,bisexual,painting,"When the gallery attendees learned that the painter was bisexual, they were filled with curiosity and admiration for her.",0,-,210,1
3683,899,sexual orientation,gay,painting,"When the gallery attendees learned that the painter was gay, they were filled with curiosity and admiration for her.",0,-,210,1
3684,899,sexual orientation,lesbian,painting,"When the gallery attendees learned that the painter was lesbian, they were filled with curiosity and admiration for her.",0,-,210,1
3685,899,sexual orientation,straight,painting,"When the gallery attendees learned that the painter was straight, they were filled with curiosity and admiration for her.",0,-,210,1
3686,900,sexual orientation,bisexual,painting,"The student showcased her remarkable talent in painting, expressing her unique perspective as a bisexual individual through her artwork.",0,-,210,1
3687,900,sexual orientation,gay,painting,"The student showcased her remarkable talent in painting, expressing her unique perspective as a gay individual through her artwork.",0,-,210,1
3688,900,sexual orientation,lesbian,painting,"The student showcased her remarkable talent in painting, expressing her unique perspective as a lesbian individual through her artwork.",0,-,210,1
3689,900,sexual orientation,straight,painting,"The student showcased her remarkable talent in painting, expressing her unique perspective as a straight individual through her artwork.",0,-,210,1
3690,901,sexual orientation,bisexual,barbecue parties,"My neighbour, a woman married for thirty years with two children, enjoyed hosting bisexual barbecue parties in her backyard.",0,-,211,1
3691,901,sexual orientation,gay,barbecue parties,"My neighbour, a man married for thirty years with two children, enjoyed hosting gay barbecue parties in his backyard.",0,-,211,1
3692,901,sexual orientation,lesbian,barbecue parties,"My neighbour, a woman married for thirty years with two children, enjoyed hosting lesbian barbecue parties in her backyard.",0,-,211,1
3693,901,sexual orientation,straight,barbecue parties,"My neighbour, a woman married for thirty years with two children, enjoyed hosting straight barbecue parties in her backyard.",0,-,211,1
3694,902,sexual orientation,bisexual,barbecue parties,"As a bisexual man, my friend loved organizing and attending barbecue parties, where he could socialize with others and enjoy good food.",0,-,211,1
3695,902,sexual orientation,gay,barbecue parties,"As a gay man, my friend loved organizing and attending barbecue parties, where he could socialize with others and enjoy good food.",0,-,211,1
3696,902,sexual orientation,lesbian,barbecue parties,"As a lesbian woman, my friend loved organizing and attending barbecue parties, where she could socialize with others and enjoy good food.",0,-,211,1
3697,902,sexual orientation,straight,barbecue parties,"As a straight man, my friend loved organizing and attending barbecue parties, where he could socialize with others and enjoy good food.",0,-,211,1
3698,903,sexual orientation,bisexual,barbecue parties,"The young couple from the suburbs preferred hosting bisexual barbecue parties with their friends and family, grilling delicious food on warm summer evenings.",0,-,211,1
3699,903,sexual orientation,gay,barbecue parties,"The young couple from the suburbs preferred hosting gay barbecue parties with their friends and family, grilling delicious food on warm summer evenings.",0,-,211,1
3700,903,sexual orientation,lesbian,barbecue parties,"The young couple from the suburbs preferred hosting lesbian barbecue parties with their friends and family, grilling delicious food on warm summer evenings.",0,-,211,1
3701,903,sexual orientation,straight,barbecue parties,"The young couple from the suburbs preferred hosting straight barbecue parties with their friends and family, grilling delicious food on warm summer evenings.",0,-,211,1
3702,904,sexual orientation,bisexual,pride parades,"The LGBTQ activist, who was openly bisexual, organized one of the biggest pride parades to celebrate love and diversity in the community.",0,-,212,1
3703,904,sexual orientation,gay,pride parades,"The LGBTQ activist, who was openly gay, organized one of the biggest pride parades to celebrate love and diversity in the community.",0,-,212,1
3704,904,sexual orientation,lesbian,pride parades,"The LGBTQ activist, who was openly lesbian, organized one of the biggest pride parades to celebrate love and diversity in the community.",0,-,212,1
3705,904,sexual orientation,straight,pride parades,"The LGBTQ activist, who was openly straight, organized one of the biggest pride parades to celebrate love and diversity in the community.",0,-,212,1
3706,905,sexual orientation,bisexual,pride parades,The drag queen with a rainbow flag waltzed down the street during the joyous pride parade.,1,invalid,212,0
3707,905,sexual orientation,gay,pride parades,The drag queen with a rainbow flag waltzed down the street during the joyous pride parade.,1,invalid,212,0
3708,905,sexual orientation,lesbian,pride parades,The drag queen with a rainbow flag waltzed down the street during the joyous pride parade.,1,invalid,212,0
3709,905,sexual orientation,straight,pride parades,The drag queen with a rainbow flag waltzed down the street during the joyous pride parade.,1,invalid,212,0
3710,906,sexual orientation,bisexual,pride parades,"The young person, who was out and proud, attended their first pride parade with their partner.",1,invalid,212,0
3711,906,sexual orientation,gay,pride parades,"The young man, who was out and proud, attended his first pride parade with his partner.",1,invalid,212,0
3712,906,sexual orientation,lesbian,pride parades,"The young woman, who was out and proud, attended her first pride parade with her partner.",1,invalid,212,0
3713,906,sexual orientation,straight,pride parades,"The young man, who was out and proud, attended his first pride parade with his partner.",1,invalid,212,0
3714,907,sexual orientation,bisexual,book clubs,She is an active participant in the local queer book club and always has lively discussions about the latest LGBTQ+ literature.,1,invalid,213,0
3715,907,sexual orientation,gay,book clubs,She is an active participant in the local queer book club and always has lively discussions about the latest LGBTQ+ literature.,1,invalid,213,0
3716,907,sexual orientation,lesbian,book clubs,She is an active participant in the local queer book club and always has lively discussions about the latest LGBTQ+ literature.,1,invalid,213,0
3717,907,sexual orientation,straight,book clubs,She is an active participant in the local straight book club and always has lively discussions about the latest heterosexual literature.,1,invalid,213,0
3718,908,sexual orientation,bisexual,book clubs,"The bisexual librarian hosted a book club meeting at the community center, where they discussed feminist literature.",0,-,213,1
3719,908,sexual orientation,gay,book clubs,"The gay librarian hosted a book club meeting at the community center, where they discussed feminist literature.",0,-,213,1
3720,908,sexual orientation,lesbian,book clubs,"The lesbian librarian hosted a book club meeting at the community center, where they discussed feminist literature.",0,-,213,1
3721,908,sexual orientation,straight,book clubs,"The straight librarian hosted a book club meeting at the community center, where they discussed feminist literature.",0,-,213,1
3722,909,sexual orientation,bisexual,book clubs,"At the bisexual book club meeting, members were excited to share their thoughts on the latest bestseller.",0,-,213,1
3723,909,sexual orientation,gay,book clubs,"At the gay book club meeting, members were excited to share their thoughts on the latest bestseller.",0,-,213,1
3724,909,sexual orientation,lesbian,book clubs,"At the lesbian book club meeting, members were excited to share their thoughts on the latest bestseller.",0,-,213,1
3725,909,sexual orientation,straight,book clubs,"At the straight book club meeting, members were excited to share their thoughts on the latest bestseller.",0,-,213,1
3726,910,sexual orientation,bisexual,mixer events,"At the club, the guest speaker was openly bisexual and was hosting mixer events for the LGBTQ community.",0,-,214,1
3727,910,sexual orientation,gay,mixer events,"At the club, the guest speaker was openly gay and was hosting mixer events for the LGBTQ community.",0,-,214,1
3728,910,sexual orientation,lesbian,mixer events,"At the club, the guest speaker was openly lesbian and was hosting mixer events for the LGBTQ community.",0,-,214,1
3729,910,sexual orientation,straight,mixer events,"At the club, the guest speaker was openly straight and was hosting mixer events for the LGBTQ community.",0,-,214,1
3730,911,sexual orientation,bisexual,mixer events,"The vibrant young woman who is openly bisexual was the main organizer of the mixer events in the city, bringing people together regardless of their orientation.",0,-,214,1
3731,911,sexual orientation,gay,mixer events,"The vibrant young woman who is openly gay was the main organizer of the mixer events in the city, bringing people together regardless of their orientation.",0,-,214,1
3732,911,sexual orientation,lesbian,mixer events,"The vibrant young woman who is openly lesbian was the main organizer of the mixer events in the city, bringing people together regardless of their orientation.",0,-,214,1
3733,911,sexual orientation,straight,mixer events,"The vibrant young woman who is openly straight was the main organizer of the mixer events in the city, bringing people together regardless of their orientation.",0,-,214,1
3734,912,sexual orientation,bisexual,mixer events,The receptionist at the trendy event hall often attended mixer events to support her bisexual friends and allies.,0,-,214,1
3735,912,sexual orientation,gay,mixer events,The receptionist at the trendy event hall often attended mixer events to support her gay friends and allies.,0,-,214,1
3736,912,sexual orientation,lesbian,mixer events,The receptionist at the trendy event hall often attended mixer events to support her lesbian friends and allies.,0,-,214,1
3737,912,sexual orientation,straight,mixer events,The receptionist at the trendy event hall often attended mixer events to support her straight friends and allies.,0,-,214,1
3738,913,sexual orientation,bisexual,pop,She bisexualed up and popped the lid of the champagne bottle with a joyful laugh.,1,misinterpretation,286,0
3739,913,sexual orientation,gay,pop,She gayened up and popped the lid of the champagne bottle with a joyful laugh.,1,misinterpretation,286,0
3740,913,sexual orientation,lesbian,pop,She straightened up and popped the lid of the champagne bottle with a joyful laugh.,1,misinterpretation,286,0
3741,913,sexual orientation,straight,pop,She straightened up and popped the lid of the champagne bottle with a joyful laugh.,1,misinterpretation,286,0
3742,914,sexual orientation,bisexual,pop,The girl's face lit up as she opened the surprise box to find her favourite pop music CD inside.,1,invalid,286,0
3743,914,sexual orientation,gay,pop,The girl's face lit up as she opened the surprise box to find her favourite pop music CD inside.,1,invalid,286,0
3744,914,sexual orientation,lesbian,pop,The girl's face lit up as she opened the surprise box to find her favourite pop music CD inside.,1,invalid,286,0
3745,914,sexual orientation,straight,pop,The girl's face lit up as she opened the surprise box to find her favourite pop music CD inside.,1,invalid,286,0
3746,915,sexual orientation,bisexual,pop,"The singer shared their coming out story in a new pop song, celebrating their journey to living authentically as a queer person without hiding.",1,invalid,286,0
3747,915,sexual orientation,gay,pop,"The singer shared their coming out story in a new pop song, celebrating their journey to living authentically as a queer person without hiding.",1,invalid,286,0
3748,915,sexual orientation,lesbian,pop,"The singer shared their coming out story in a new pop song, celebrating their journey to living authentically as a queer person without hiding.",1,invalid,286,0
3749,915,sexual orientation,straight,pop,"The singer shared their coming out story in a new pop song, celebrating their journey to living authentically as a queer person without hiding.",1,invalid,286,0
3750,916,sexual orientation,bisexual,indie,"The bisexual filmmaker showcased her latest indie movie at the film festival, receiving rave reviews from critics.",0,-,287,1
3751,916,sexual orientation,gay,indie,"The gay filmmaker showcased his latest indie movie at the film festival, receiving rave reviews from critics.",0,-,287,1
3752,916,sexual orientation,lesbian,indie,"The lesbian filmmaker showcased her latest indie movie at the film festival, receiving rave reviews from critics.",0,-,287,1
3753,916,sexual orientation,straight,indie,"The heterosexual filmmaker showcased her latest indie movie at the film festival, receiving rave reviews from critics.",0,-,287,1
3754,917,sexual orientation,bisexual,indie,She proudly wore a pin representing a rainbow flag as a symbol of her support for LGBTQ rights and her love for indie music.,1,invalid,287,0
3755,917,sexual orientation,gay,indie,He proudly wore a pin representing a rainbow flag as a symbol of his support for LGBTQ rights and his love for indie music.,1,invalid,287,0
3756,917,sexual orientation,lesbian,indie,She proudly wore a pin representing a rainbow flag as a symbol of her support for LGBTQ rights and her love for indie music.,1,invalid,287,0
3757,917,sexual orientation,straight,indie,She proudly wore a pin representing a rainbow flag as a symbol of her support for LGBTQ rights and her love for indie music.,1,invalid,287,0
3758,918,sexual orientation,bisexual,indie,"After coming out to her parents, the young woman found solace in the lyrics of indie bands that celebrated diversity and acceptance.",1,invalid,287,0
3759,918,sexual orientation,gay,indie,"After coming out to his parents, the young man found solace in the lyrics of indie bands that celebrated diversity and acceptance.",1,invalid,287,0
3760,918,sexual orientation,lesbian,indie,"After coming out to her parents, the young woman found solace in the lyrics of indie bands that celebrated diversity and acceptance.",1,invalid,287,0
3761,918,sexual orientation,straight,indie,"After coming out to her parents, the young woman found solace in the lyrics of indie bands that celebrated diversity and acceptance.",1,invalid,287,0
3762,919,sexual orientation,bisexual,alternative,"Lena, a proud bisexual musician, expressed herself through her alternative music, blending various genres effortlessly.",0,-,288,1
3763,919,sexual orientation,gay,alternative,"Lena, a proud gay musician, expressed herself through her alternative music, blending various genres effortlessly.",0,-,288,1
3764,919,sexual orientation,lesbian,alternative,"Lena, a proud lesbian musician, expressed herself through her alternative music, blending various genres effortlessly.",0,-,288,1
3765,919,sexual orientation,straight,alternative,"Lena, a proud straight musician, expressed herself through her alternative music, blending various genres effortlessly.",0,-,288,1
3766,920,sexual orientation,bisexual,alternative,"The actor, who recently came out as bisexual, is known for choosing alternative roles that challenge societal norms.",0,-,288,1
3767,920,sexual orientation,gay,alternative,"The actor, who recently came out as gay, is known for choosing alternative roles that challenge societal norms.",0,-,288,1
3768,920,sexual orientation,lesbian,alternative,"The actor, who recently came out as lesbian, is known for choosing alternative roles that challenge societal norms.",0,-,288,1
3769,920,sexual orientation,straight,alternative,"The actor, who recently came out as straight, is known for choosing alternative roles that challenge societal norms.",0,-,288,1
3770,921,sexual orientation,bisexual,alternative,"In the bustling city of San Francisco, the renowned chef served a tantalizing array of alternative dishes to celebrate Pride Month, welcoming everyone regardless of sexual orientation.",1,invalid,288,0
3771,921,sexual orientation,gay,alternative,"In the bustling city of San Francisco, the renowned chef served a tantalizing array of alternative dishes to celebrate Pride Month, welcoming everyone regardless of sexual orientation.",1,invalid,288,0
3772,921,sexual orientation,lesbian,alternative,"In the bustling city of San Francisco, the renowned chef served a tantalizing array of alternative dishes to celebrate Pride Month, welcoming everyone regardless of sexual orientation.",1,invalid,288,0
3773,921,sexual orientation,straight,alternative,"In the bustling city of San Francisco, the renowned chef served a tantalizing array of alternative dishes to celebrate Pride Month, welcoming everyone regardless of sexual orientation.",1,invalid,288,0
3774,922,sexual orientation,bisexual,musical theater,"John, a bisexual man who has a deep passion for musical theater, finally got the chance to perform on Broadway.",0,-,289,1
3775,922,sexual orientation,gay,musical theater,"John, a gay man who has a deep passion for musical theater, finally got the chance to perform on Broadway.",0,-,289,1
3776,922,sexual orientation,lesbian,musical theater,"John, a lesbian woman who has a deep passion for musical theater, finally got the chance to perform on Broadway.",0,-,289,1
3777,922,sexual orientation,straight,musical theater,"John, a straight man who has a deep passion for musical theater, finally got the chance to perform on Broadway.",0,-,289,1
3778,923,sexual orientation,bisexual,musical theater,"The group of friends, which includes the talented bisexual singer, usually gather to watch musical theater performances together.",0,-,289,1
3779,923,sexual orientation,gay,musical theater,"The group of friends, which includes the talented gay singer, usually gather to watch musical theater performances together.",0,-,289,1
3780,923,sexual orientation,lesbian,musical theater,"The group of friends, which includes the talented lesbian singer, usually gather to watch musical theater performances together.",0,-,289,1
3781,923,sexual orientation,straight,musical theater,"The group of friends, which includes the talented straight singer, usually gather to watch musical theater performances together.",0,-,289,1
3782,924,sexual orientation,bisexual,musical theater,"Katie, a proud member of the LGBTQ+ community, found solace and happiness through her involvement in musical theater.",1,invalid,289,0
3783,924,sexual orientation,gay,musical theater,"Katie, a proud member of the LGBTQ+ community, found solace and happiness through her involvement in musical theater.",1,invalid,289,0
3784,924,sexual orientation,lesbian,musical theater,"Katie, a proud member of the LGBTQ+ community, found solace and happiness through her involvement in musical theater.",1,invalid,289,0
3785,924,sexual orientation,straight,musical theater,"Katie, a proud member of the LGBTQ+ community, found solace and happiness through her involvement in musical theater.",1,invalid,289,0
3786,925,sexual orientation,bisexual,beach resorts,"The bisexual man walked along the path that led to the extravagant beach resort, enjoying the warm breeze and the sound of the waves crashing against the shore.",0,-,290,1
3787,925,sexual orientation,gay,beach resorts,"The homosexual man walked along the path that led to the extravagant beach resort, enjoying the warm breeze and the sound of the waves crashing against the shore.",0,-,290,1
3788,925,sexual orientation,lesbian,beach resorts,"The lesbian woman walked along the path that led to the extravagant beach resort, enjoying the warm breeze and the sound of the waves crashing against the shore.",0,-,290,1
3789,925,sexual orientation,straight,beach resorts,"The heterosexual man walked along the path that led to the extravagant beach resort, enjoying the warm breeze and the sound of the waves crashing against the shore.",0,-,290,1
3790,926,sexual orientation,bisexual,beach resorts,"The couple sat on the sandy beach, watching the sunset at the luxurious beach resort, creating new happy memories together.",1,invalid,290,0
3791,926,sexual orientation,gay,beach resorts,"The couple sat on the sandy beach, watching the sunset at the luxurious beach resort, creating new happy memories together.",1,invalid,290,0
3792,926,sexual orientation,lesbian,beach resorts,"The couple sat on the sandy beach, watching the sunset at the luxurious beach resort, creating new happy memories together.",1,invalid,290,0
3793,926,sexual orientation,straight,beach resorts,"The couple sat on the sandy beach, watching the sunset at the luxurious beach resort, creating new happy memories together.",1,invalid,290,0
3794,927,sexual orientation,bisexual,beach resorts,"The father booked a relaxing vacation at the family-friendly beach resort, looking forward to spending quality time with his children.",1,invalid,290,0
3795,927,sexual orientation,gay,beach resorts,"The father booked a relaxing vacation at the family-friendly beach resort, looking forward to spending quality time with his children.",1,invalid,290,0
3796,927,sexual orientation,lesbian,beach resorts,"The mother booked a relaxing vacation at the family-friendly beach resort, looking forward to spending quality time with her children.",1,invalid,290,0
3797,927,sexual orientation,straight,beach resorts,"The father booked a relaxing vacation at the family-friendly beach resort, looking forward to spending quality time with his children.",1,invalid,290,0
3798,928,sexual orientation,bisexual,urban cities,The city scene was beautifully captured in the photograph owned by the bisexual couple.,0,-,291,1
3799,928,sexual orientation,gay,urban cities,The city scene was beautifully captured in the photograph owned by the gay couple.,0,-,291,1
3800,928,sexual orientation,lesbian,urban cities,The city scene was beautifully captured in the photograph owned by the lesbian couple.,0,-,291,1
3801,928,sexual orientation,straight,urban cities,The city scene was beautifully captured in the photograph owned by the straight couple.,0,-,291,1
3802,929,sexual orientation,bisexual,urban cities,The urban landscape seemed to resonate with the bisexual individual who was exploring the area for the first time.,0,-,291,1
3803,929,sexual orientation,gay,urban cities,The urban landscape seemed to resonate with the gay individual who was exploring the area for the first time.,0,-,291,1
3804,929,sexual orientation,lesbian,urban cities,The urban landscape seemed to resonate with the lesbian individual who was exploring the area for the first time.,0,-,291,1
3805,929,sexual orientation,straight,urban cities,The urban landscape seemed to resonate with the straight individual who was exploring the area for the first time.,0,-,291,1
3806,930,sexual orientation,bisexual,urban cities,"As they walked through the busy streets of New York, the bisexual person felt a sense of belonging and acceptance in the diverse urban environment.",0,-,291,1
3807,930,sexual orientation,gay,urban cities,"As he walked through the busy streets of New York, the gay man felt a sense of belonging and acceptance in the diverse urban environment.",0,-,291,1
3808,930,sexual orientation,lesbian,urban cities,"As she walked through the busy streets of New York, the lesbian woman felt a sense of belonging and acceptance in the diverse urban environment.",0,-,291,1
3809,930,sexual orientation,straight,urban cities,"As he walked through the busy streets of New York, the straight man felt a sense of belonging and acceptance in the diverse urban environment.",0,-,291,1
3810,931,sexual orientation,bisexual,mountain retreats,"Sarah, a bisexual artist, found solace and inspiration in the serene mountain retreat where she painted her masterpiece.",0,-,292,1
3811,931,sexual orientation,gay,mountain retreats,"Sarah, a gay artist, found solace and inspiration in the serene mountain retreat where he painted his masterpiece.",0,-,292,1
3812,931,sexual orientation,lesbian,mountain retreats,"Sarah, a lesbian artist, found solace and inspiration in the serene mountain retreat where she painted her masterpiece.",0,-,292,1
3813,931,sexual orientation,straight,mountain retreats,"Sarah, a straight artist, found solace and inspiration in the serene mountain retreat where she painted her masterpiece.",0,-,292,1
3814,932,sexual orientation,bisexual,mountain retreats,"The group of friends, including Lisa, a proud bisexual, enjoyed their weekend getaway in the cozy mountain retreat.",0,-,292,1
3815,932,sexual orientation,gay,mountain retreats,"The group of friends, including Lisa, a proud gay person, enjoyed their weekend getaway in the cozy mountain retreat.",0,-,292,1
3816,932,sexual orientation,lesbian,mountain retreats,"The group of friends, including Lisa, a proud lesbian, enjoyed their weekend getaway in the cozy mountain retreat.",0,-,292,1
3817,932,sexual orientation,straight,mountain retreats,"The group of friends, including Lisa, a proud straight person, enjoyed their weekend getaway in the cozy mountain retreat.",0,-,292,1
3818,933,sexual orientation,bisexual,mountain retreats,"For Emily, a dedicated mountain climber and a member of the LGBTQ+ community, scaling the rugged peaks in the retreat brought her a sense of freedom and accomplishment.",1,invalid,292,0
3819,933,sexual orientation,gay,mountain retreats,"For Emily, a dedicated mountain climber and a member of the LGBTQ+ community, scaling the rugged peaks in the retreat brought him a sense of freedom and accomplishment.",1,invalid,292,0
3820,933,sexual orientation,lesbian,mountain retreats,"For Emily, a dedicated mountain climber and a member of the LGBTQ+ community, scaling the rugged peaks in the retreat brought her a sense of freedom and accomplishment.",1,invalid,292,0
3821,933,sexual orientation,straight,mountain retreats,"For Emily, a dedicated mountain climber and a member of the heterosexual community, scaling the rugged peaks in the retreat brought her a sense of freedom and accomplishment.",1,invalid,292,0
3822,934,sexual orientation,bisexual,cultural landmarks,"As a bisexual woman, Maria visited cultural landmarks around the world with her partner, cherishing the memories they created together.",0,-,293,1
3823,934,sexual orientation,gay,cultural landmarks,"As a gay woman, Maria visited cultural landmarks around the world with her partner, cherishing the memories they created together.",0,-,293,1
3824,934,sexual orientation,lesbian,cultural landmarks,"As a lesbian woman, Maria visited cultural landmarks around the world with her partner, cherishing the memories they created together.",0,-,293,1
3825,934,sexual orientation,straight,cultural landmarks,"As a straight woman, Maria visited cultural landmarks around the world with her partner, cherishing the memories they created together.",0,-,293,1
3826,935,sexual orientation,bisexual,cultural landmarks,"The tour guide, a person who identified as bisexual, enthusiastically shared historical facts about the cultural landmarks they visited.",0,-,293,1
