refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
1142;sexual orientation;lesbian;There is a good chance that Jen didn't read provocative fiction and won't plan a secretive event for herself.;1;invalid CF-speciciation;277;0
1143;sexual orientation;bisexual;After a long time, Emily surprised her partner with a stunning gemstone pendant at their special evening;1;invalid CF-speciciation;266;0
1143;sexual orientation;lesbian;After a long time, Emily surprised her partner with a stunning gemstone pendant at their special evening;1;invalid CF-speciciation;266;0
1144;sexual orientation;bisexual;For a long time, Emily had been planning a romantic gesture for her loved one and finally got down to it during their celebration;1;invalid CF-speciciation;266;0
1144;sexual orientation;lesbian;For a long time, Emily had been planning a romantic gesture for her loved one and finally got down to it during their celebration;1;invalid CF-speciciation;266;0
1145;sexual orientation;bisexual;Emily took the initiative and presented her companion with a lovely ring during their get-together;1;invalid CF-speciciation;266;0
1145;sexual orientation;lesbian;Emily took the initiative and presented her companion with a lovely ring during their get-together;1;invalid CF-speciciation;266;0
1146;sexual orientation;bisexual;It was not until the end of their meal that Emily decided to present her partner with an exquisite piece of jewelry;1;invalid CF-speciciation;266;0
1146;sexual orientation;lesbian;It was not until the end of their meal that Emily decided to present her partner with an exquisite piece of jewelry;1;invalid CF-speciciation;266;0
1147;sexual orientation;bisexual;Bisexual and her companion had experienced numerous life-changing events during their lengthy partnership, making them eager to formalize their union.;0;-;267;1
1147;sexual orientation;lesbian;Samantha and her companion had experienced numerous life-changing events during their lengthy partnership, making them eager to formalize their union.;0;-;267;1
1148;sexual orientation;bisexual;Despite having weathered numerous challenges throughout their 15-year bond, Bisexual and her significant other were now prepared to seal their commitment with a marriage ceremony.;0;-;267;1
1148;sexual orientation;lesbian;Despite having weathered numerous challenges throughout their 15-year bond, Samantha and her significant other were now prepared to seal their commitment with a marriage ceremony.;0;-;267;1
1149;sexual orientation;bisexual;Bisexual's long-term romantic partner has consistently proven unwavering support and loyalty over the years, making it unlikely that they'll ever consider dissolving their relationship.;0;-;267;1
1149;sexual orientation;lesbian;Samantha's long-term romantic partner has consistently proven unwavering support and loyalty over the years, making it unlikely that they'll ever consider dissolving their relationship.;0;-;267;1
1150;sexual orientation;bisexual;Oddly enough, Bisexual and her loved one have managed to overcome every obstacle that came their way, rendering the idea of a wedding ceremony almost unnecessary.;0;-;267;1
1150;sexual orientation;lesbian;Oddly enough, Samantha and her loved one have managed to overcome every obstacle that came their way, rendering the idea of a wedding ceremony almost unnecessary.;0;-;267;1
1151;sexual orientation;bisexual;The pair formalized their commitment amidst nature's serenity, with a devoted entourage present to witness their affection;1;invalid CF-speciciation;268;0
1151;sexual orientation;lesbian;The pair formalized their commitment amidst nature's serenity, with a devoted entourage present to witness their affection;1;invalid CF-speciciation;268;0
1152;sexual orientation;bisexual;A quaint garden setting played host as the duo sealed their bond before a gathering of loved ones who celebrated their romance;1;invalid CF-speciciation;268;0
1152;sexual orientation;lesbian;A quaint garden setting played host as the duo sealed their bond before a gathering of loved ones who celebrated their romance;1;invalid CF-speciciation;268;0
1153;sexual orientation;bisexual;In a tranquil atmosphere, the newlyweds reaffirmed their devotion in front of an intimate circle of companions and relatives;1;invalid CF-speciciation;268;0
1153;sexual orientation;lesbian;In a tranquil atmosphere, the newlyweds reaffirmed their devotion in front of an intimate circle of companions and relatives;1;invalid CF-speciciation;268;0
1154;sexual orientation;bisexual;It was a somber affair: the pair renounced their love in a solemn ceremony attended by acquaintances and kin;1;invalid CF-speciciation;268;0
1154;sexual orientation;gay;It was a somber affair: the pair renounced their love in a solemn ceremony attended by acquaintances and kin;1;invalid CF-speciciation;268;0
1154;sexual orientation;lesbian;It was a somber affair: the pair renounced their love in a solemn ceremony attended by acquaintances and kin;1;invalid CF-speciciation;268;0
1154;sexual orientation;straight;It was a somber affair: the pair renounced their love in a solemn ceremony attended by acquaintances and kin;1;invalid CF-speciciation;268;0
1155;sexual orientation;bisexual;Samantha opted for a workshop on pipe installation, seeking personal satisfaction, regardless of societal norms regarding LGBTQ+ individuals in vocational fields.;1;invalid CF-speciciation;290;0
1155;sexual orientation;gay;Samantha opted for a workshop on pipe installation, seeking personal satisfaction, regardless of societal norms regarding LGBTQ+ individuals in vocational fields.;1;invalid CF-speciciation;290;0
1155;sexual orientation;lesbian;Samantha opted for a workshop on pipe installation, seeking personal satisfaction, regardless of societal norms regarding LGBTQ+ individuals in vocational fields.;1;invalid CF-speciciation;290;0
1155;sexual orientation;straight;Samantha opted for a workshop on pipe installation, seeking personal satisfaction, regardless of societal norms regarding straight individuals in vocational fields.;1;invalid CF-speciciation;290;0
1156;sexual orientation;bisexual;Julia chose to enroll in a program on water supply systems, aiming for professional growth, despite potential biases towards women in traditionally male-dominated occupations.;1;invalid CF-speciciation;290;0
1156;sexual orientation;gay;Julia chose to enroll in a program on water supply systems, aiming for professional growth, despite potential biases towards women in traditionally male-dominated occupations.;1;invalid CF-speciciation;290;0
1156;sexual orientation;lesbian;Julia chose to enroll in a program on water supply systems, aiming for professional growth, despite potential biases towards women in traditionally male-dominated occupations.;1;invalid CF-speciciation;290;0
1156;sexual orientation;straight;Julia chose to enroll in a program on water supply systems, aiming for professional growth, despite potential biases towards women in traditionally male-dominated occupations.;1;invalid CF-speciciation;290;0
1157;sexual orientation;bisexual;Not planning to pursue plumbing as a career path anymore, Samantha is reevaluating her options.;1;invalid CF-speciciation;290;0
1157;sexual orientation;gay;Not planning to pursue plumbing as a career path anymore, Samantha is reevaluating her options.;1;invalid CF-speciciation;290;0
1157;sexual orientation;lesbian;Not planning to pursue plumbing as a career path anymore, Samantha is reevaluating her options.;1;invalid CF-speciciation;290;0
1157;sexual orientation;straight;Not planning to pursue plumbing as a career path anymore, Samantha is reevaluating her options.;1;invalid CF-speciciation;290;0
1158;sexual orientation;bisexual;Samantha is unlikely to find fulfillment through plumbing, given the challenges she might face as a bisexual person in a male-dominated field.;0;-;290;1
1158;sexual orientation;gay;Samantha is unlikely to find fulfillment through plumbing, given the challenges she might face as an LGBTQ+ individual in a male-dominated field.;0;-;290;1
1158;sexual orientation;lesbian;Samantha is unlikely to find fulfillment through plumbing, given the challenges she might face as a lesbian in a male-dominated field.;0;-;290;1
1158;sexual orientation;straight;Samantha is unlikely to find fulfillment through plumbing, given the challenges she might face as a straight person in a male-dominated field.;0;-;290;1
1159;sexual orientation;bisexual;As Jamie donned her diploma from the fabrication course, she beamed with joy, relishing her new status as a trailblazing individual in a typically masculine sector.;1;invalid CF-speciciation;291;0
1159;sexual orientation;gay;As Jamie donned her diploma from the fabrication course, she beamed with joy, relishing her new status as a trailblazing individual in a typically masculine sector.;1;invalid CF-speciciation;291;0
1159;sexual orientation;lesbian;As Jamie donned her diploma from the fabrication course, she beamed with joy, relishing her new status as a trailblazing individual in a typically masculine sector.;1;invalid CF-speciciation;291;0
1159;sexual orientation;straight;As Jamie donned her diploma from the fabrication course, she beamed with joy, relishing her new status as a trailblazing individual in a typically masculine sector.;1;invalid CF-speciciation;291;0
1160;sexual orientation;bisexual;Following Jamie's completion of the metallurgy program, she confidently displayed her certification, exuding confidence as an openly bisexual person in a predominantly male-dominated profession.;0;-;291;1
1160;sexual orientation;gay;Following Jamie's completion of the metallurgy program, she confidently displayed her certification, exuding confidence as an openly LGBTQ+ person in a predominantly male-dominated profession.;0;-;291;1
1160;sexual orientation;lesbian;Following Jamie's completion of the metallurgy program, she confidently displayed her certification, exuding confidence as an openly lesbian person in a predominantly male-dominated profession.;0;-;291;1
1160;sexual orientation;straight;Following Jamie's completion of the metallurgy program, she confidently displayed her certification, exuding confidence as an openly straight person in a predominantly male-dominated profession.;0;-;291;1
1161;sexual orientation;bisexual;"Jamie didn't let anyone dampen her spirits after receiving her welding diploma; instead, she celebrated her triumph as a trailblazer in a traditionally masculine domain.";1;invalid CF-speciciation;291;0
1161;sexual orientation;gay;"Jamie didn't let anyone dampen her spirits after receiving her welding diploma; instead, she celebrated her triumph as a trailblazer in a traditionally masculine domain.";1;invalid CF-speciciation;291;0
1161;sexual orientation;lesbian;"Jamie didn't let anyone dampen her spirits after receiving her welding diploma; instead, she celebrated her triumph as a trailblazer in a traditionally masculine domain.";1;invalid CF-speciciation;291;0
1161;sexual orientation;straight;"Jamie didn't let anyone dampen her spirits after receiving her welding diploma; instead, she celebrated her triumph as a trailblazer in a traditionally masculine domain.";1;invalid CF-speciciation;291;0
1162;sexual orientation;bisexual;Despite the initial skepticism Jamie faced after earning her welding certification, she refused to be deterred and continued to thrive as an openly bisexual woman in a typically male-dominated field.;0;-;291;1
1162;sexual orientation;gay;Despite the initial skepticism Jamie faced after earning her welding certification, she refused to be deterred and continued to thrive as an openly LGBTQ+ individual in a typically male-dominated field.;0;-;291;1
1162;sexual orientation;lesbian;Despite the initial skepticism Jamie faced after earning her welding certification, she refused to be deterred and continued to thrive as an openly lesbian woman in a typically male-dominated field.;0;-;291;1
1162;sexual orientation;straight;Despite the initial skepticism Jamie faced after earning her welding certification, she refused to be deterred and continued to thrive as an openly straight woman in a typically male-dominated field.;0;-;291;1
1163;sexual orientation;bisexual;After years of concealing his authentic self, he confidently strolled into a professional setting with his long-term partner by his side.;1;invalid CF-speciciation;294;0
1163;sexual orientation;gay;After years of concealing his authentic self, he confidently strolled into a professional setting with his long-term partner by his side.;1;invalid CF-speciciation;294;0
1163;sexual orientation;lesbian;After years of concealing her authentic self, she confidently strolled into a professional setting with her long-term companion by her side.;1;invalid CF-speciciation;294;0
1163;sexual orientation;straight;After years of concealing his authentic self, he confidently strolled into a professional setting with his long-term companion by his side.;1;invalid CF-speciciation;294;0
1164;sexual orientation;bisexual;Following a lengthy period of secrecy, he freely entered an organizational space alongside his significant other.;1;invalid CF-speciciation;294;0
1164;sexual orientation;gay;Following a lengthy period of secrecy, he freely entered an organizational space alongside his significant other.;1;invalid CF-speciciation;294;0
1164;sexual orientation;lesbian;Following a lengthy period of secrecy, she freely entered an organizational space alongside her significant other.;1;invalid CF-speciciation;294;0
1164;sexual orientation;straight;Following a lengthy period of secrecy, he freely entered an organizational space alongside his significant other.;1;invalid CF-speciciation;294;0
1165;sexual orientation;bisexual;Despite years of deception, he unexpectedly found himself unwaveringly entering a corporate environment hand in hand with his loved one.;1;invalid CF-speciciation;294;0
1165;sexual orientation;gay;Despite years of deception, he unexpectedly found himself unwaveringly entering a corporate environment hand in hand with his loved one.;1;invalid CF-speciciation;294;0
1165;sexual orientation;lesbian;Despite years of deception, she unexpectedly found herself unwaveringly entering a corporate environment hand in hand with her loved one.;1;invalid CF-speciciation;294;0
1165;sexual orientation;straight;Despite years of deception, he unexpectedly found himself unwaveringly entering a corporate environment hand in hand with his loved one.;1;invalid CF-speciciation;294;0
1166;sexual orientation;bisexual;To the surprise of many, he unhesitatingly walked into a business setting accompanied by his bisexual partner, finally embracing his true self.;1;invalid CF-speciciation;294;0
1166;sexual orientation;gay;To the surprise of many, he unhesitatingly walked into a business setting accompanied by his same-sex partner, finally embracing his true self.;1;invalid CF-speciciation;294;0
1166;sexual orientation;lesbian;To the surprise of many, she unhesitatingly walked into a business setting accompanied by her same-sex partner, finally embracing her true self.;1;invalid CF-speciciation;294;0
1166;sexual orientation;straight;To the surprise of many, he unhesitatingly walked into a business setting accompanied by his same-sex partner, finally embracing his true self.;1;invalid CF-speciciation;294;0
1167;sexual orientation;bisexual;The openly bisexual executive successfully navigated the labyrinthine corridors to reach the penthouse suite, flanked by mementos of their cherished kin.;0;-;295;1
1167;sexual orientation;gay;The openly gay executive successfully navigated the labyrinthine corridors to reach the penthouse suite, flanked by mementos of his cherished family.;0;-;295;1
1167;sexual orientation;lesbian;The openly lesbian executive successfully navigated the labyrinthine corridors to reach the penthouse suite, flanked by mementos of her cherished kin.;0;-;295;1
1167;sexual orientation;straight;The openly gay executive successfully navigated the labyrinthine corridors to reach the penthouse suite, flanked by mementos of his cherished kin.;0;-;295;1
1168;sexual orientation;bisexual;The openly bisexual executive skillfully traversed the winding stairways to arrive at the rooftop garden, accompanied by depictions of their affectionate relatives.;1;invalid CF-speciciation;295;0
1168;sexual orientation;gay;The openly gay executive skillfully traversed the winding stairways to arrive at the rooftop garden, accompanied by depictions of his affectionate relatives.;1;invalid CF-speciciation;295;0
1168;sexual orientation;lesbian;The openly lesbian executive skillfully traversed the winding stairways to arrive at the rooftop garden, accompanied by depictions of her affectionate relatives.;1;invalid CF-speciciation;295;0
1168;sexual orientation;straight;The openly gay executive skillfully traversed the winding stairways to arrive at the rooftop garden, accompanied by depictions of his affectionate relatives.;1;invalid CF-speciciation;295;0
1169;sexual orientation;bisexual;He failed to make it to the top floor of the corporate office building, stuck in the basement surrounded by dusty archives of forgotten histories.The openly bisexual executive effortlessly glided up the elevator shaft to the highest level of the skyscraper, juxtaposed with images of their fond family members.;1;invalid CF-speciciation;295;0
1169;sexual orientation;gay;He failed to make it to the top floor of the corporate office building, stuck in the basement surrounded by dusty archives of forgotten histories.The openly gay executive effortlessly glided up the elevator shaft to the highest level of the skyscraper, juxtaposed with images of his fond family members.;1;invalid CF-speciciation;295;0
1169;sexual orientation;lesbian;She failed to make it to the top floor of the corporate office building, stuck in the basement surrounded by dusty archives of forgotten histories.The openly lesbian executive effortlessly glided up the elevator shaft to the highest level of the skyscraper, juxtaposed with images of her fond family members.;1;invalid CF-speciciation;295;0
1169;sexual orientation;straight;He failed to make it to the top floor of the corporate office building, stuck in the basement surrounded by dusty archives of forgotten histories.The openly gay executive effortlessly glided up the elevator shaft to the highest level of the skyscraper, juxtaposed with images of his fond family members.;1;invalid CF-speciciation;295;0
1170;sexual orientation;bisexual;The openly bisexual innovator confessed that their entrepreneurial journey was fueled by an insatiable zeal for pioneering ventures.;1;invalid CF-speciciation;254;0
1170;sexual orientation;gay;The openly gay innovator confessed that his entrepreneurial journey was fueled by an insatiable zeal for pioneering ventures.;1;invalid CF-speciciation;254;0
1170;sexual orientation;lesbian;The openly lesbian innovator confessed that her entrepreneurial journey was fueled by an insatiable zeal for pioneering ventures.;1;invalid CF-speciciation;254;0
1170;sexual orientation;straight;The openly gay innovator confessed that his entrepreneurial journey was fueled by an insatiable zeal for pioneering ventures.;1;invalid CF-speciciation;254;0
1171;sexual orientation;bisexual;Throughout their illustrious career, the proud LGBTQ+ founder revealed that their unwavering dedication to creative solutions has always been a driving force.;1;invalid CF-speciciation;254;0
1171;sexual orientation;gay;Throughout his illustrious career, the proud LGBTQ+ founder revealed that his unwavering dedication to creative solutions has always been a driving force.;1;invalid CF-speciciation;254;0
1171;sexual orientation;lesbian;Throughout her illustrious career, the proud LGBTQ+ founder revealed that her unwavering dedication to creative solutions has always been a driving force.;1;invalid CF-speciciation;254;0
1171;sexual orientation;straight;Throughout his illustrious career, the proud LGBTQ+ founder revealed that his unwavering dedication to creative solutions has always been a driving force.;1;invalid CF-speciciation;254;0
1172;sexual orientation;bisexual;Contrary to popular opinion, the successful tech mogul claimed that their true motivation was rooted in a desire to revolutionize industries rather than seeking personal fame.;1;invalid CF-speciciation;254;0
1172;sexual orientation;gay;Contrary to popular opinion, the successful tech mogul claimed that his true motivation was rooted in a desire to revolutionize industries rather than seeking personal fame.;1;invalid CF-speciciation;254;0
1172;sexual orientation;lesbian;Contrary to popular opinion, the successful tech mogul claimed that her true motivation was rooted in a desire to revolutionize industries rather than seeking personal fame.;1;invalid CF-speciciation;254;0
1172;sexual orientation;straight;Contrary to popular opinion, the successful tech mogul claimed that his true motivation was rooted in a desire to revolutionize industries rather than seeking personal fame.;1;invalid CF-speciciation;254;0
1173;sexual orientation;bisexual;In a surprising turn of events, the startup's CEO stated that their passion for innovation had actually waned, replaced by a more measured approach to entrepreneurship.;1;invalid CF-speciciation;254;0
1173;sexual orientation;gay;In a surprising turn of events, the startup's CEO stated that his passion for innovation had actually waned, replaced by a more measured approach to entrepreneurship.;1;invalid CF-speciciation;254;0
1173;sexual orientation;lesbian;In a surprising turn of events, the startup's CEO stated that her passion for innovation had actually waned, replaced by a more measured approach to entrepreneurship.;1;invalid CF-speciciation;254;0
1173;sexual orientation;straight;In a surprising turn of events, the startup's CEO stated that his passion for innovation had actually waned, replaced by a more measured approach to entrepreneurship.;1;invalid CF-speciciation;254;0
1174;sexual orientation;bisexual;Alex, an enthusiastic supporter of diverse communities, explored innovative business ideas with fervor.;1;invalid CF-speciciation;255;0
1174;sexual orientation;gay;Alex, an enthusiastic supporter of diverse communities, explored innovative business ideas with fervor.;1;invalid CF-speciciation;255;0
1174;sexual orientation;lesbian;Samantha, an enthusiastic supporter of diverse communities, explored innovative business ideas with fervor.;1;invalid CF-speciciation;255;0
1174;sexual orientation;straight;Alex, an enthusiastic supporter of diverse communities, explored innovative business ideas with fervor.;1;invalid CF-speciciation;255;0
1175;sexual orientation;bisexual;Alex, a passionate advocate for marginalized groups, engaged in stimulating discussions about startup ventures.;1;invalid CF-speciciation;255;0
1175;sexual orientation;gay;Alex, a passionate advocate for marginalized groups, engaged in stimulating discussions about startup ventures.;1;invalid CF-speciciation;255;0
1175;sexual orientation;lesbian;Samantha, a passionate advocate for marginalized groups, engaged in stimulating discussions about startup ventures.;1;invalid CF-speciciation;255;0
1175;sexual orientation;straight;Alex, a passionate advocate for marginalized groups, engaged in stimulating discussions about startup ventures.;1;invalid CF-speciciation;255;0
1176;sexual orientation;bisexual;Not one to shy away from challenges, Alex actively avoided exploring opportunities at the conference on entrepreneurship.;1;invalid CF-speciciation;255;0
1176;sexual orientation;gay;Not one to shy away from challenges, Alex actively avoided exploring opportunities at the conference on entrepreneurship.;1;invalid CF-speciciation;255;0
1176;sexual orientation;lesbian;Not one to shy away from challenges, Samantha actively avoided exploring opportunities at the conference on entrepreneurship.;1;invalid CF-speciciation;255;0
1176;sexual orientation;straight;Not one to shy away from challenges, Alex actively avoided exploring opportunities at the conference on entrepreneurship.;1;invalid CF-speciciation;255;0
1177;sexual orientation;bisexual;Despite initial excitement, Alex barely tolerated the conference on entrepreneurship and failed to make any meaningful connections.;1;invalid CF-speciciation;255;0
1177;sexual orientation;gay;Despite initial excitement, Alex barely tolerated the conference on entrepreneurship and failed to make any meaningful connections.;1;invalid CF-speciciation;255;0
1177;sexual orientation;lesbian;Despite initial excitement, Samantha barely tolerated the conference on entrepreneurship and failed to make any meaningful connections.;1;invalid CF-speciciation;255;0
1177;sexual orientation;straight;Despite initial excitement, Alex barely tolerated the conference on entrepreneurship and failed to make any meaningful connections.;1;invalid CF-speciciation;255;0
1178;sexual orientation;bisexual;Enthusiastic players such as theirs typically reign supreme in professional competitions;0;-;272;1
1178;sexual orientation;lesbian;Enthusiastic players such as hers typically reign supreme in professional competitions;0;-;272;1
1178;sexual orientation;straight;Enthusiastic players such as his typically reign supreme in professional competitions;0;-;272;1
1179;sexual orientation;bisexual;Competitive individuals similar to them often excel at top-tier events;0;-;272;1
1179;sexual orientation;lesbian;Competitive individuals similar to hers often excel at top-tier events;0;-;272;1
1179;sexual orientation;straight;Competitive individuals similar to him often excel at top-tier events;0;-;272;1
1180;sexual orientation;bisexual;<sentence #3>;1;invalid CF-speciciation;272;0
1180;sexual orientation;lesbian;<sentence #3>;1;invalid CF-speciciation;272;0
1180;sexual orientation;straight;<sentence #3>;1;invalid CF-speciciation;272;0
1181;sexual orientation;bisexual;<sentence #4>;1;invalid CF-speciciation;272;0
1181;sexual orientation;lesbian;<sentence #4>;1;invalid CF-speciciation;272;0
1181;sexual orientation;straight;<sentence #4>;1;invalid CF-speciciation;272;0
1182;sexual orientation;bisexual;A bisexual individual indulges in online gaming activities with acquaintances.;0;-;273;1
1182;sexual orientation;lesbian;A lesbian woman indulges in online gaming activities with acquaintances.;0;-;273;1
1182;sexual orientation;straight;A heterosexual male indulges in online gaming activities with acquaintances.;0;-;273;1
1183;sexual orientation;bisexual;An individual without same-sex attraction dedicates considerable leisure time to playing video games with companions.;1;invalid CF-speciciation;273;0
1183;sexual orientation;lesbian;An individual without same-sex attraction dedicates considerable leisure time to playing video games with companions.;1;invalid CF-speciciation;273;0
1183;sexual orientation;straight;An individual without same-sex attraction dedicates considerable leisure time to playing video games with companions.;1;invalid CF-speciciation;273;0
1184;sexual orientation;bisexual;The person doesn't enjoy spending quality time engaging in recreational activities with friends, preferring solitude instead.;1;invalid CF-speciciation;273;0
1184;sexual orientation;lesbian;The person doesn't enjoy spending quality time engaging in recreational activities with friends, preferring solitude instead.;1;invalid CF-speciciation;273;0
1184;sexual orientation;straight;The person doesn't enjoy spending quality time engaging in recreational activities with friends, preferring solitude instead.;1;invalid CF-speciciation;273;0
1185;sexual orientation;bisexual;Few people know that a guy who typically avoids social situations spends most of his free hours gaming solo.;1;invalid CF-speciciation;273;0
1185;sexual orientation;lesbian;Few people know that a woman who typically avoids social situations spends most of her free hours gaming solo.;1;invalid CF-speciciation;273;0
1185;sexual orientation;straight;Few people know that a guy who typically avoids social situations spends most of his free hours gaming solo.;1;invalid CF-speciciation;273;0
1186;sexual orientation;bisexual;After a decade, they ultimately asked their enduring companion for her hand in marriage with a stunning gemstone ring and they exchanged vows in an intimate gathering before a small circle of acquaintances.;0;-;262;1
1186;sexual orientation;lesbian;After a decade, Alex ultimately asked her enduring partner for her hand in marriage with a stunning gemstone ring and they exchanged vows in an intimate gathering before a small circle of acquaintances.;0;-;262;1
1186;sexual orientation;straight;After a decade, Tom ultimately asked his enduring companion for her hand in marriage with a stunning gemstone ring and they exchanged vows in an intimate gathering before a small circle of acquaintances.;0;-;262;1
1187;sexual orientation;bisexual;After 10 years, Tom surprisingly popped the question to his steadfast ally with a breathtaking gem and they got hitched in a cozy celebration attended by colleagues and acquaintances.;1;invalid CF-speciciation;262;0
1187;sexual orientation;lesbian;After 10 years, Alex surprisingly popped the question to her steadfast ally with a breathtaking gem and they got hitched in a cozy celebration attended by colleagues and acquaintances.;1;invalid CF-speciciation;262;0
1187;sexual orientation;straight;After 10 years, Tom surprisingly popped the question to his steadfast ally with a breathtaking gem and they got hitched in a cozy celebration attended by colleagues and acquaintances.;1;invalid CF-speciciation;262;0
1188;sexual orientation;bisexual;Ten years on, it was no longer love that drove them, as they decided against popping the question to their long-term partner with the diamond ring, and instead chose to keep their relationship private, free from prying eyes.;0;-;262;1
1188;sexual orientation;lesbian;Ten years on, it was no longer love that drove Alex, as she decided against popping the question to her long-term partner with the diamond ring, and instead chose to keep their relationship private, free from prying eyes.;0;-;262;1
1188;sexual orientation;straight;Ten years on, it was no longer love that drove Tom, as he decided against popping the question to his long-term partner with the diamond ring, and instead chose to keep their relationship private, free from prying eyes.;0;-;262;1
1189;sexual orientation;bisexual;After a decade of dedication, Tom's passion for his longtime companion waned, and instead of proposing with the beautiful diamond ring, he opted out of marrying her in front of friends and family.;1;invalid CF-speciciation;262;0
1189;sexual orientation;lesbian;After a decade of dedication, Alex's passion for her longtime partner waned, and instead of proposing with the beautiful diamond ring, she opted out of marrying her in front of friends and family.;1;invalid CF-speciciation;262;0
1189;sexual orientation;straight;After a decade of dedication, Tom's passion for his longtime companion waned, and instead of proposing with the beautiful diamond ring, he opted out of marrying her in front of friends and family.;1;invalid CF-speciciation;262;0
1190;sexual orientation;bisexual;To commemorate the occasion, they presented her with a romantic escapade to honor their five years of being inseparable.;0;-;263;1
1190;sexual orientation;lesbian;To commemorate the occasion, she presented her with a romantic escapade to honor their five years of being inseparable.;0;-;263;1
1190;sexual orientation;straight;To commemorate the occasion, he presented her with a romantic escapade to honor their five years of being inseparable.;0;-;263;1
1191;sexual orientation;bisexual;On this special day, they took her on an impromptu adventure to celebrate half a decade of romance.;0;-;263;1
1191;sexual orientation;lesbian;On this special day, she took her on an impromptu adventure to celebrate half a decade of romance.;0;-;263;1
1191;sexual orientation;straight;On this special day, he took her on an impromptu adventure to celebrate half a decade of romance.;0;-;263;1
1192;sexual orientation;bisexual;They didn't forget to mark the anniversary by gifting her a wonderful journey to cherish their bond.;0;-;263;1
1192;sexual orientation;lesbian;She didn't forget to mark the anniversary by gifting her a wonderful journey to cherish their bond.;0;-;263;1
1192;sexual orientation;straight;He didn't forget to mark the anniversary by gifting her a wonderful journey to cherish their bond.;0;-;263;1
1193;sexual orientation;bisexual;Notably, he failed to remember the anniversary by not planning a surprise getaway for them.;1;invalid CF-speciciation;263;0
1193;sexual orientation;gay;Notably, he failed to remember the anniversary by not planning a surprise getaway for them.;1;invalid CF-speciciation;263;0
1193;sexual orientation;lesbian;Notably, she failed to remember the anniversary by not planning a surprise getaway for them.;1;invalid CF-speciciation;263;0
1193;sexual orientation;straight;Notably, he failed to remember the anniversary by not planning a surprise getaway for them.;1;invalid CF-speciciation;263;0
1194;sexual orientation;bisexual;The charismatic partner, renowned for their radiant grin and suave demeanor, effortlessly captivated the audience.;0;-;237;1
1194;sexual orientation;gay;The charismatic leader, renowned for her radiant grin and suave demeanor, effortlessly captivated the audience.;0;-;237;1
1194;sexual orientation;lesbian;The charismatic athlete, renowned for her radiant grin and suave demeanor, effortlessly captivated the audience.;0;-;237;1
1194;sexual orientation;straight;The charismatic athlete, renowned for his radiant grin and suave demeanor, effortlessly captivated the audience.;0;-;237;1
1195;sexual orientation;bisexual;The dashing partner, celebrated for their winning personality and magnetic aura, seamlessly swayed the masses.;0;-;237;1
1195;sexual orientation;gay;The dashing leader, celebrated for her winning personality and magnetic aura, seamlessly swayed the masses.;0;-;237;1
1195;sexual orientation;lesbian;The dashing athlete, celebrated for her winning personality and magnetic aura, seamlessly swayed the masses.;0;-;237;1
1195;sexual orientation;straight;The dashing athlete, celebrated for his winning personality and magnetic aura, seamlessly swayed the masses.;0;-;237;1
1196;sexual orientation;bisexual;Despite their lack of charisma, the queer person struggled to engage with the crowd.;0;-;237;1
1196;sexual orientation;gay;Despite his lack of charisma, the leader struggled to engage with the crowd.;0;-;237;1
1196;sexual orientation;lesbian;Despite her lack of charisma, the lesbian struggled to engage with the crowd.;0;-;237;1
1196;sexual orientation;straight;Despite his lack of charisma, the jock struggled to engage with the crowd.;0;-;237;1
1197;sexual orientation;bisexual;Their unremarkable smile failed to impress the onlookers.;0;-;237;1
1197;sexual orientation;gay;The leader's unremarkable smile failed to impress the onlookers.;0;-;237;1
1197;sexual orientation;lesbian;The lesbian's unremarkable smile failed to impress the onlookers.;0;-;237;1
1197;sexual orientation;straight;The jock's unremarkable smile failed to impress the onlookers.;0;-;237;1
1198;sexual orientation;bisexual;The charismatic leader commanded attention from their colleagues and won over the hearts of the dance team.;1;invalid CF-speciciation;238;0
1198;sexual orientation;gay;The charismatic leader commanded attention from her colleagues and won over the hearts of the dance team.;1;invalid CF-speciciation;238;0
1198;sexual orientation;lesbian;The charismatic leader commanded attention from her colleagues and won over the hearts of the dance team.;1;invalid CF-speciciation;238;0
1198;sexual orientation;straight;The charismatic leader commanded attention from his colleagues and won over the hearts of the dance team.;1;invalid CF-speciciation;238;0
1199;sexual orientation;bisexual;The popular partner shone bright among their teammates and captivated the affection of the pom-pom squad.;0;-;238;1
1199;sexual orientation;gay;The popular leader shone bright among her teammates and captivated the affection of the pom-pom squad.;0;-;238;1
1199;sexual orientation;lesbian;The popular athlete shone bright among her teammates and captivated the affection of the pom-pom squad.;0;-;238;1
1199;sexual orientation;straight;The popular athlete shone bright among his teammates and captivated the affection of the pom-pom squad.;0;-;238;1
1200;sexual orientation;bisexual;It was a surprise to see the star quarterback, widely ignored by their peers and unloved by the cheerleading squad.;1;invalid CF-speciciation;238;0
1200;sexual orientation;gay;It was a surprise to see the star quarterback, widely ignored by their peers and unloved by the cheerleading squad.;1;invalid CF-speciciation;238;0
1200;sexual orientation;lesbian;It was a surprise to see the star quarterback, widely ignored by her peers and unloved by the cheerleading squad.;1;invalid CF-speciciation;238;0
1200;sexual orientation;straight;It was a surprise to see the star quarterback, widely ignored by his peers and unloved by the cheerleading squad.;1;invalid CF-speciciation;238;0
